CustomerID,Country,Recency,Frequency,Monetary
10019,Germany,371.0,3,1664.09
10019,India,278.0,5,7025.21
10019,UK,,5,4024.27
10019,USA,,3,5325.0
10020,France,,1,155.43
10020,Germany,,1,1380.48
10020,India,,4,4206.1
10020,UK,221.0,4,4375.74
10020,USA,643.0,2,1333.5500000000002
10021,France,642.0,4,3862.7400000000002
10021,India,38.0,10,9891.23
10021,UK,286.0,1,3365.25
10021,USA,65.0,3,4191.7
10022,France,619.0,3,4923.37
10022,Germany,132.0,5,4003.54
10022,India,,1,347.86
10022,UK,155.0,6,6806.2300000000005
10022,USA,218.0,4,5129.38
10023,France,463.0,3,2584.91
10023,Germany,406.0,4,7912.04
10023,India,,1,477.42
10023,UK,610.0,3,5328.38
10023,USA,,3,2186.86
10024,France,249.0,4,7146.06
10024,Germany,467.0,6,9793.47
10024,India,520.0,6,4712.96
10024,UK,133.0,3,2672.61
10024,USA,529.0,3,962.0699999999999
10025,France,184.0,6,7700.96
10025,Germany,524.0,4,2601.82
10025,India,439.0,3,3708.31
10025,UK,66.0,6,7413.32
10025,USA,11.0,4,2973.31
10026,France,588.0,4,3118.9300000000003
10026,Germany,309.0,2,2521.83
10026,India,307.0,2,2969.9199999999996
10026,UK,94.0,3,2555.4700000000003
10026,USA,134.0,4,1424.28
10027,France,583.0,5,6402.219999999999
10027,Germany,194.0,5,5303.23
10027,India,338.0,4,6691.820000000001
10027,UK,,1,1372.28
10027,USA,491.0,3,5339.13
10028,France,279.0,4,5292.75
10028,Germany,218.0,7,6094.860000000001
10028,India,,2,940.8299999999999
10028,UK,,1,569.64
10028,USA,,2,1294.52
10029,France,528.0,4,1712.47
10029,Germany,582.0,5,4257.75
10029,India,,4,5718.889999999999
10029,UK,254.0,3,915.26
10029,USA,342.0,5,3300.95
10030,France,,1,1932.54
10030,Germany,429.0,4,3729.4300000000003
10030,India,346.0,2,3151.3500000000004
10030,UK,255.0,4,4800.82
10030,USA,,2,797.8199999999999
10031,France,93.0,4,5573.28
10031,Germany,614.0,4,4263.91
10031,India,,2,1947.42
10031,UK,,3,5429.56
10031,USA,372.0,8,7684.5
10032,France,,1,40.35
10032,Germany,,1,163.52
10032,India,,6,12634.83
10032,UK,282.0,5,2567.98
10032,USA,493.0,2,261.15999999999997
10033,France,157.0,5,8796.71
10033,Germany,69.0,5,5713.249999999999
10033,India,435.0,5,3339.0
10033,UK,67.0,2,1255.63
10033,USA,584.0,3,1482.45
10034,France,498.0,4,3947.34
10034,Germany,93.0,4,3789.26
10034,India,277.0,2,4026.54
10034,UK,282.0,4,6735.9
10034,USA,,2,2296.24
10035,France,554.0,5,4304.29
10035,Germany,245.0,3,3183.64
10035,India,434.0,3,3018.79
10035,USA,,4,3836.5099999999998
10036,France,225.0,4,3500.75
10036,Germany,,1,375.9
10036,India,160.0,6,6147.85
10036,UK,64.0,3,4500.64
10036,USA,35.0,3,3320.83
10037,France,345.0,5,4231.61
10037,Germany,156.0,4,3604.22
10037,India,,1,1267.08
10037,UK,371.0,3,4277.86
10037,USA,,1,744.28
10038,France,40.0,6,5402.9800000000005
10038,Germany,311.0,5,4830.19
10038,India,,2,2560.5299999999997
10038,UK,614.0,1,1146.7
10038,USA,345.0,6,8401.61
10039,France,431.0,4,9706.93
10039,Germany,134.0,1,2328.54
10039,India,101.0,4,4751.22
10039,UK,,1,1717.66
10039,USA,,2,2440.82
10040,France,68.0,3,2587.4700000000003
10040,Germany,611.0,2,1477.45
10040,India,6.0,6,4219.7
10040,UK,,1,192.52
10040,USA,,1,326.58
10041,France,98.0,3,4621.4400000000005
10041,Germany,191.0,2,3287.08
10041,India,217.0,4,5073.110000000001
10041,UK,220.0,3,3093.75
10041,USA,439.0,3,3110.76
10042,France,,4,3453.5699999999997
10042,Germany,,3,2089.02
10042,India,249.0,4,4182.18
10042,UK,,1,1740.27
10042,USA,,2,1014.72
10043,France,,1,303.37
10043,Germany,428.0,5,3421.41
10043,India,,6,3745.57
10043,UK,345.0,4,2130.56
10043,USA,275.0,4,659.5
10044,France,284.0,3,2628.09
10044,Germany,490.0,1,433.11
10044,India,42.0,2,1166.01
10044,UK,244.0,4,4813.96
10044,USA,41.0,6,6049.9400000000005
10045,Germany,612.0,1,1650.12
10045,India,165.0,5,5417.2
10045,UK,98.0,2,1137.6200000000001
10045,USA,,5,6288.0199999999995
10046,France,73.0,8,8967.85
10046,Germany,,2,2303.33
10046,India,93.0,3,3645.42
10046,UK,467.0,2,2993.52
10047,France,216.0,2,1298.1599999999999
10047,Germany,,1,798.75
10047,India,376.0,3,3286.0800000000004
10047,UK,497.0,5,5878.9400000000005
10047,USA,,2,3902.26
10048,France,189.0,4,5368.59
10048,Germany,189.0,4,3663.0699999999997
10048,India,400.0,3,4660.69
10048,UK,640.0,3,5449.33
10048,USA,,3,2765.5299999999997
10049,France,226.0,1,766.41
10049,Germany,561.0,2,830.21
10049,India,286.0,2,1437.48
10049,UK,466.0,3,2091.63
10050,France,,1,1696.3
10050,Germany,585.0,1,32.26
10050,India,468.0,3,1332.39
10050,UK,,4,7032.7300000000005
10050,USA,33.0,4,928.49
10051,France,407.0,2,2917.92
10051,Germany,246.0,7,6340.55
10051,India,436.0,5,4105.58
10051,UK,71.0,5,6029.12
10051,USA,39.0,3,2556.94
10052,France,527.0,3,2948.7400000000002
10052,Germany,,4,4054.9
10052,India,,3,3092.7200000000003
10052,UK,67.0,4,6900.9
10052,USA,,3,3204.74
10053,France,496.0,1,675.39
10053,Germany,127.0,5,9190.2
10053,India,557.0,1,1631.91
10053,UK,251.0,5,8143.200000000001
10053,USA,306.0,4,3716.3599999999997
10054,France,2.0,7,7122.71
10054,Germany,96.0,3,5366.6
10054,India,,3,3216.15
10054,UK,9.0,5,3220.89
10054,USA,69.0,2,1604.97
10055,Germany,640.0,1,1252.38
10055,India,98.0,5,4616.0
10055,UK,158.0,3,3542.32
10055,USA,7.0,3,2169.95
10056,France,,1,901.8
10056,Germany,,1,2486.3
10056,India,97.0,3,4725.139999999999
10056,UK,,2,2313.3599999999997
10056,USA,465.0,4,5421.01
10057,France,,3,2424.58
10057,Germany,93.0,3,1527.24
10057,India,125.0,6,4862.58
10057,UK,72.0,4,3465.07
10057,USA,347.0,5,4173.0199999999995
10058,France,,1,650.25
10058,Germany,405.0,4,8793.64
10058,India,308.0,4,5476.13
10058,UK,275.0,4,5300.4
10058,USA,,2,1464.65
10059,France,281.0,6,4477.389999999999
10059,Germany,248.0,4,3637.92
10059,India,188.0,6,5154.6900000000005
10059,UK,104.0,5,2064.5299999999997
10059,USA,8.0,4,3666.88
10060,France,9.0,3,3397.16
10060,Germany,247.0,2,1272.0
10060,India,368.0,3,545.91
10060,UK,553.0,3,5449.79
10060,USA,370.0,3,2979.61
10061,France,103.0,4,5927.0
10061,Germany,,2,1625.64
10061,India,338.0,6,3949.4700000000003
10061,UK,33.0,6,3931.04
10061,USA,,4,5671.94
10062,France,224.0,3,2895.62
10062,Germany,375.0,2,2145.37
10062,India,103.0,7,4886.7
10062,UK,278.0,3,2067.83
10062,USA,3.0,5,2853.83
10063,France,308.0,4,1689.3300000000002
10063,Germany,,2,2187.17
10063,India,434.0,4,6358.24
10063,UK,,1,1444.64
10064,France,341.0,7,5710.86
10064,Germany,163.0,4,3816.3199999999997
10064,India,252.0,6,7975.17
10064,UK,371.0,2,3034.83
10064,USA,312.0,3,3960.71
10065,France,224.0,5,3832.43
10065,Germany,103.0,5,3213.96
10065,India,,2,3045.12
10065,USA,,1,2642.92
10066,France,522.0,3,5762.29
10066,Germany,317.0,3,4800.58
10066,India,,1,3086.79
10066,UK,461.0,4,3365.66
10066,USA,193.0,5,4497.09
10067,France,,4,5086.44
10067,Germany,95.0,3,1475.45
10067,India,,3,1724.0
10067,UK,70.0,3,3104.81
10067,USA,338.0,3,2944.4700000000003
10068,France,550.0,7,9703.16
10068,Germany,246.0,4,6330.33
10068,India,613.0,4,1357.01
10068,UK,34.0,2,2272.85
10068,USA,,3,1822.8400000000001
10069,France,336.0,4,2257.42
10069,Germany,222.0,3,1501.1
10069,India,193.0,6,7907.2
10069,UK,556.0,1,1393.77
10069,USA,163.0,6,6764.3099999999995
10070,France,,3,3185.74
10070,Germany,,1,1070.34
10070,India,,2,1517.24
10070,UK,192.0,2,2068.62
10070,USA,316.0,1,456.02
10071,France,155.0,2,538.27
10071,Germany,,1,37.69
10071,India,461.0,4,6269.0599999999995
10071,UK,276.0,6,4495.2699999999995
10071,USA,306.0,4,3741.61
10072,France,499.0,2,3483.35
10072,India,248.0,3,9149.82
10072,UK,438.0,5,7683.42
10072,USA,,1,285.5
10073,France,558.0,4,7403.1
10073,Germany,,4,3008.85
10073,India,497.0,2,1628.4
10073,UK,224.0,3,6117.68
10073,USA,317.0,5,5132.21
10074,France,,1,615.1
10074,Germany,104.0,6,4048.25
10074,India,3.0,4,6233.2
10074,UK,404.0,5,5818.15
10074,USA,97.0,1,518.25
10075,France,134.0,1,754.62
10075,Germany,646.0,2,903.02
10075,India,436.0,3,2477.35
10075,UK,35.0,3,5092.26
10075,USA,,2,663.18
10076,France,278.0,5,6535.139999999999
10076,Germany,590.0,5,1764.6599999999999
10076,India,,3,5286.5599999999995
10076,UK,,2,3627.8999999999996
10076,USA,7.0,7,7394.13
10077,France,646.0,3,614.31
10077,Germany,,1,1688.92
10077,India,,5,1938.82
10077,UK,38.0,4,1457.5
10077,USA,188.0,6,4347.4
10078,France,498.0,3,5678.280000000001
10078,Germany,,5,2982.45
10078,India,,2,2457.0
10078,UK,,2,832.4300000000001
10078,USA,466.0,6,6284.01
10079,France,498.0,3,2601.38
10079,Germany,283.0,2,2747.8799999999997
10079,India,431.0,2,971.98
10079,UK,,6,5743.84
10079,USA,,1,76.02
10080,France,461.0,4,2164.84
10080,Germany,69.0,3,2646.42
10080,India,,1,1354.32
10080,UK,,1,807.06
10080,USA,,1,607.64
10081,France,,4,6133.0
10081,Germany,66.0,2,729.0
10081,India,,2,2092.5
10081,UK,494.0,2,1037.19
10081,USA,,1,84.84
10082,France,98.0,3,7292.09
10082,Germany,42.0,4,4177.1
10082,India,617.0,3,5785.5599999999995
10082,UK,,1,227.04
10082,USA,,3,2893.13
10083,France,436.0,2,1915.52
10083,Germany,103.0,5,5100.75
10083,India,402.0,4,4891.820000000001
10083,UK,500.0,2,924.95
10083,USA,215.0,5,3367.56
10084,France,,5,2495.54
10084,Germany,560.0,3,2761.68
10084,India,3.0,3,2557.2200000000003
10084,UK,,1,449.08
10084,USA,193.0,5,5927.33
10085,France,7.0,6,5575.28
10085,Germany,126.0,5,2700.77
10085,India,553.0,5,6873.15
10085,UK,,1,811.38
10085,USA,468.0,4,3868.4300000000003
10086,France,215.0,4,3468.27
10086,Germany,9.0,2,1798.19
10086,India,336.0,7,6651.71
10086,UK,403.0,2,3300.1
10086,USA,,5,5065.99
10087,France,70.0,6,9176.470000000001
10087,Germany,32.0,7,8613.87
10087,India,470.0,7,7381.2
10087,UK,244.0,3,4557.24
10087,USA,251.0,7,7451.6
10088,France,35.0,5,6407.67
10088,Germany,400.0,3,3841.84
10088,India,,2,1554.01
10088,UK,185.0,2,3774.5
10088,USA,,2,1768.79
10089,France,438.0,2,2838.52
10089,India,123.0,8,10228.72
10089,UK,586.0,3,4631.83
10089,USA,616.0,2,1410.55
10090,France,104.0,4,6923.21
10090,Germany,102.0,4,2805.09
10090,India,367.0,3,1453.5600000000002
10090,UK,96.0,4,4032.05
10090,USA,,1,85.23
10091,France,4.0,2,348.94
10091,Germany,524.0,3,2838.0099999999998
10091,India,64.0,4,2388.61
10091,UK,129.0,3,2041.4
10091,USA,556.0,2,2653.78
10092,France,94.0,3,5975.12
10092,Germany,552.0,3,1540.6399999999999
10092,India,527.0,3,877.1
10092,UK,67.0,3,1916.2
10092,USA,35.0,3,1305.25
10093,France,526.0,1,559.74
10093,Germany,,3,4800.12
10093,India,429.0,3,2321.8
10093,UK,189.0,2,939.17
10093,USA,101.0,3,2683.62
10094,France,226.0,5,7414.76
10094,Germany,184.0,4,3835.66
10094,India,,3,1828.02
10094,UK,98.0,3,4769.110000000001
10094,USA,285.0,4,5818.799999999999
10095,France,437.0,4,4201.1
10095,Germany,67.0,4,3202.0
10095,India,220.0,3,4287.98
10095,UK,,1,1047.48
10095,USA,96.0,2,2044.1
10096,France,100.0,5,8151.58
10096,Germany,589.0,4,6441.5
10096,India,643.0,2,984.76
10096,UK,163.0,3,2479.88
10096,USA,,3,2106.5
10097,France,33.0,7,7734.13
10097,Germany,191.0,6,5044.6900000000005
10097,India,,1,1254.64
10097,UK,,3,3156.95
10097,USA,225.0,3,3073.5299999999997
10098,France,282.0,2,3340.3999999999996
10098,Germany,220.0,1,428.18
10098,India,36.0,3,3366.91
10098,USA,2.0,5,8719.5
10099,France,277.0,3,2609.3
10099,Germany,,1,173.28
10099,India,,2,1805.25
10099,UK,125.0,3,4128.15
10099,USA,64.0,1,160.78
10100,France,165.0,3,5401.6900000000005
10100,Germany,69.0,4,3329.7400000000002
10100,India,,1,1376.5
10100,UK,255.0,4,3403.5299999999997
10100,USA,62.0,2,497.30999999999995
10101,France,40.0,5,5875.639999999999
10101,Germany,162.0,4,4641.18
10101,India,249.0,4,4990.58
10101,UK,10.0,3,3443.9500000000003
10101,USA,,2,1909.92
10102,France,161.0,2,1371.69
10102,Germany,128.0,2,574.76
10102,India,336.0,3,3490.5299999999997
10102,UK,9.0,5,4195.09
10103,France,493.0,3,1418.8999999999999
10103,Germany,467.0,6,8271.92
10103,India,129.0,3,4784.08
10103,UK,558.0,2,589.97
10103,USA,128.0,5,3833.59
10104,France,524.0,3,3793.6800000000003
10104,Germany,375.0,2,3458.7599999999998
10104,India,,2,3112.69
10104,UK,308.0,2,1376.0
10104,USA,65.0,4,2951.94
10105,Germany,397.0,7,7622.8099999999995
10105,India,467.0,1,1431.42
10105,UK,,3,4265.33
10105,USA,375.0,5,5457.09
10106,France,123.0,5,5511.32
10106,Germany,154.0,4,6271.370000000001
10106,India,,1,898.55
10106,UK,525.0,2,2608.3100000000004
10106,USA,408.0,3,3493.98
10107,France,,2,2390.6
10107,Germany,314.0,4,3309.71
10107,India,,1,2490.67
10107,UK,405.0,3,1813.95
10107,USA,307.0,1,2979.42
10108,France,161.0,4,4897.55
10108,Germany,130.0,3,3834.8900000000003
10108,India,,1,341.7
10108,UK,,1,536.76
10108,USA,497.0,3,3469.4900000000002
10109,France,97.0,4,5380.57
10109,Germany,314.0,3,1216.97
10109,India,306.0,2,2019.9299999999998
10109,UK,,3,3670.69
10109,USA,428.0,4,4427.62
10110,France,,2,2892.15
10110,Germany,72.0,4,5267.139999999999
10110,India,33.0,5,5688.63
10110,UK,372.0,2,1463.21
10110,USA,195.0,6,5223.61
10111,France,156.0,3,3920.36
10111,Germany,38.0,4,3401.0299999999997
10111,India,,1,271.52
10111,UK,,1,400.26
10111,USA,,1,41.4
10112,France,,2,2278.85
10112,Germany,,4,3640.04
10112,India,,3,3698.77
10112,UK,555.0,3,2731.23
10112,USA,188.0,6,6678.79
10113,France,39.0,4,1369.78
10113,Germany,614.0,4,6248.12
10113,India,191.0,2,2067.37
10113,UK,,1,21.85
10113,USA,311.0,5,9552.74
10114,France,372.0,3,1043.04
10114,Germany,31.0,5,6340.18
10114,India,,5,2528.32
10114,UK,554.0,3,5347.21
10114,USA,399.0,3,2676.1000000000004
10115,France,4.0,2,1291.71
10115,Germany,1.0,3,3235.09
10115,India,524.0,4,2139.8199999999997
10115,UK,,3,1978.9499999999998
10115,USA,,3,2500.88
10116,France,401.0,2,1929.42
10116,Germany,96.0,6,4727.94
10116,India,615.0,2,1755.44
10116,USA,129.0,3,4909.4800000000005
10117,France,129.0,4,2957.4700000000003
10117,Germany,400.0,3,4086.62
10117,India,254.0,2,3026.56
10117,UK,276.0,3,4031.15
10117,USA,,2,290.66
10118,France,615.0,3,1435.88
10118,Germany,468.0,9,10792.8
10118,India,315.0,8,13954.42
10118,UK,244.0,4,4983.04
10118,USA,72.0,4,7264.139999999999
10119,France,62.0,6,2449.3599999999997
10119,Germany,187.0,2,2363.35
10119,India,434.0,1,248.52
10119,UK,165.0,1,301.02
10120,France,225.0,2,1038.1299999999999
10120,Germany,71.0,2,4745.34
10120,India,372.0,1,1053.36
10120,UK,10.0,6,4572.32
10120,USA,127.0,4,3718.04
10121,France,68.0,3,2499.74
10121,Germany,282.0,4,1311.21
10121,India,581.0,4,5276.15
10121,UK,,2,1596.8899999999999
10121,USA,378.0,3,3564.42
10122,France,,4,3560.82
10122,Germany,342.0,9,11208.529999999999
10122,India,619.0,3,5930.349999999999
10122,UK,64.0,7,8013.65
10122,USA,131.0,3,3036.6899999999996
10123,France,,2,3887.2000000000003
10123,Germany,,2,2025.58
10123,India,405.0,4,4627.0
10123,UK,162.0,4,4581.01
10123,USA,42.0,2,799.4
10124,France,,1,461.78
10124,Germany,465.0,4,3525.8199999999997
10124,India,520.0,6,6561.54
10124,UK,8.0,4,2246.71
10124,USA,,1,1314.21
10125,France,550.0,4,3433.33
10125,Germany,437.0,2,1403.13
10125,India,225.0,5,4791.32
10125,UK,62.0,4,4597.049999999999
10125,USA,,1,2528.33
10126,France,,2,4869.25
10126,Germany,247.0,5,3761.92
10126,India,,1,1300.02
10126,UK,308.0,2,135.98
10126,USA,,1,543.66
10127,France,612.0,2,131.52
10127,Germany,33.0,6,4570.26
10127,India,128.0,5,2931.39
10127,UK,,5,4599.53
10127,USA,5.0,8,6864.15
10128,France,403.0,2,744.37
10128,Germany,285.0,5,2597.2
10128,India,,3,2651.04
10128,UK,,4,6043.19
10128,USA,73.0,5,5815.38
10129,France,435.0,3,4094.5099999999998
10129,Germany,557.0,2,2474.38
10129,India,253.0,5,5411.82
10129,UK,276.0,4,4445.63
10129,USA,,3,3170.0
10130,France,160.0,3,2826.53
10130,Germany,12.0,4,1570.12
10130,India,435.0,1,419.1
10130,UK,526.0,3,1693.05
10130,USA,644.0,4,3776.86
10131,France,498.0,1,798.2
10131,Germany,581.0,4,3575.8999999999996
10131,India,252.0,2,4072.48
10131,UK,132.0,4,5221.48
10131,USA,226.0,3,1127.63
10132,France,161.0,3,3789.41
10132,Germany,,2,1992.0500000000002
10132,India,,1,2747.22
10132,UK,244.0,4,4629.1
10132,USA,345.0,5,7910.36
10133,France,156.0,5,2616.31
10133,Germany,130.0,3,1714.5
10133,India,127.0,7,3755.01
10133,UK,279.0,1,2145.1
10133,USA,154.0,3,2331.56
10134,France,403.0,2,3682.12
10134,Germany,463.0,3,2598.42
10134,India,251.0,3,1551.7600000000002
10134,UK,531.0,4,4491.12
10134,USA,3.0,2,5112.23
10135,France,,1,366.33
10135,India,404.0,3,1928.5700000000002
10135,UK,,1,170.12
10135,USA,226.0,2,2908.95
10136,France,582.0,3,1875.23
10136,Germany,,4,7449.78
10136,India,164.0,2,865.58
10136,UK,2.0,3,5747.4
10136,USA,193.0,2,2261.43
10137,France,642.0,2,1248.86
10137,Germany,439.0,3,2282.9700000000003
10137,India,313.0,4,4537.4400000000005
10137,UK,131.0,2,3870.42
10137,USA,71.0,4,4236.99
10138,France,164.0,3,1700.82
10138,Germany,100.0,2,1534.6
10138,India,131.0,2,2723.88
10138,UK,,1,608.4
10138,USA,123.0,5,3999.07
10139,France,556.0,2,1001.9
10139,Germany,,4,5003.87
10139,India,,3,1531.81
10139,UK,125.0,3,941.6500000000001
10139,USA,435.0,2,3215.74
10140,France,,6,9278.6
10140,Germany,466.0,3,5082.76
10140,India,645.0,3,1955.0200000000002
10140,UK,280.0,4,2224.88
10140,USA,,3,3679.29
10141,France,407.0,1,641.04
10141,UK,281.0,4,4316.51
10141,USA,586.0,5,9411.31
10142,France,,5,6246.33
10142,Germany,156.0,8,6754.19
10142,India,156.0,9,9636.2
10142,UK,495.0,5,5211.46
10143,France,467.0,10,8413.68
10143,Germany,42.0,3,2840.0699999999997
10143,India,464.0,2,1071.9299999999998
10143,UK,102.0,6,6735.17
10143,USA,154.0,3,580.1600000000001
10144,France,,1,401.59
10144,Germany,,2,4045.02
10144,India,613.0,4,1790.1000000000001
10144,UK,1.0,4,3081.4
10144,USA,,5,3072.0
10145,France,98.0,5,5461.2
10145,Germany,162.0,4,4213.83
10145,India,,1,1767.18
10145,UK,3.0,4,6537.88
10145,USA,620.0,4,3460.87
10146,France,557.0,4,7454.81
10146,Germany,35.0,4,4473.45
10146,India,550.0,5,6859.65
10146,UK,11.0,7,6602.74
10146,USA,,2,991.04
10147,France,8.0,4,3051.89
10147,Germany,403.0,1,156.96
10147,India,,2,2410.17
10147,UK,376.0,3,1289.45
10147,USA,103.0,3,5641.74
10148,France,585.0,3,2805.89
10148,Germany,373.0,3,1647.58
10148,India,,2,2343.34
10148,UK,95.0,3,1868.54
10148,USA,125.0,1,1847.04
10149,France,,2,1042.6200000000001
10149,Germany,610.0,5,2280.42
10149,India,4.0,4,3131.73
10149,UK,221.0,2,900.15
10149,USA,465.0,5,9721.18
10150,France,,1,484.5
10150,Germany,620.0,2,1876.92
10150,India,,4,6171.38
10150,UK,97.0,4,2055.75
10150,USA,,2,2825.8999999999996
10151,France,,2,2064.1600000000003
10151,Germany,96.0,3,2137.98
10151,India,42.0,2,3020.3
10151,UK,155.0,4,5755.51
10151,USA,555.0,5,7126.799999999999
10152,France,,2,885.4
10152,Germany,12.0,7,9278.83
10152,India,613.0,6,3787.7999999999997
10152,UK,187.0,5,7566.47
10152,USA,645.0,2,4348.139999999999
10153,France,460.0,4,2297.8
10153,Germany,31.0,3,2093.75
10153,India,,2,1731.56
10153,USA,371.0,3,3601.7200000000003
10154,France,,2,693.1500000000001
10154,Germany,32.0,3,3278.0099999999998
10154,India,,2,2453.02
10154,UK,500.0,4,4829.0199999999995
10154,USA,,4,4033.81
10155,France,401.0,1,478.24
10155,Germany,529.0,1,361.78
10155,India,375.0,5,5815.21
10155,UK,523.0,2,2878.69
10155,USA,314.0,1,1750.2
10156,France,186.0,5,4137.52
10156,Germany,308.0,5,3460.38
10156,India,63.0,4,6539.62
10156,UK,590.0,4,6164.54
10156,USA,,2,1738.6100000000001
10157,France,65.0,4,2964.83
10157,Germany,33.0,4,5621.83
10157,India,,2,1177.15
10157,UK,132.0,2,3613.0099999999998
10157,USA,63.0,8,9311.82
10158,France,,2,1328.3
10158,Germany,41.0,7,7300.38
10158,India,67.0,4,5596.81
10158,UK,,3,7002.45
10158,USA,,6,7432.22
10159,France,377.0,3,2711.75
10159,Germany,101.0,1,825.02
10159,India,367.0,2,676.24
10159,UK,218.0,5,6350.01
10159,USA,100.0,3,1192.16
10160,France,12.0,4,3448.5099999999998
10160,Germany,155.0,5,6617.700000000001
10160,India,102.0,2,3541.7200000000003
10160,UK,102.0,6,7524.04
10160,USA,338.0,4,4215.34
10161,France,614.0,2,2909.19
10161,Germany,40.0,4,1858.96
10161,UK,66.0,3,3414.17
10161,USA,38.0,3,4619.5599999999995
10162,France,1.0,1,2244.0
10162,Germany,,2,465.03
10162,India,132.0,3,2220.44
10162,UK,616.0,3,680.5
10162,USA,557.0,3,3502.26
10163,France,,2,2355.8399999999997
10163,Germany,190.0,5,4587.54
10163,India,246.0,3,5915.73
10163,UK,125.0,5,6589.27
10163,USA,251.0,2,4699.780000000001
10164,France,215.0,6,2711.31
10164,Germany,34.0,3,2253.01
10164,India,281.0,5,7331.17
10164,UK,,4,6356.99
10164,USA,66.0,2,2401.44
10165,France,,2,1280.44
10165,Germany,340.0,4,6272.1900000000005
10165,India,63.0,5,7274.15
10165,UK,192.0,4,2985.1000000000004
10165,USA,,4,2325.77
10166,France,68.0,5,4805.59
10166,Germany,71.0,5,4455.86
10166,India,316.0,7,3790.5299999999997
10166,UK,647.0,3,3083.18
10166,USA,468.0,5,6997.84
10167,France,102.0,6,5028.91
10167,India,490.0,4,4644.51
10167,UK,432.0,1,393.78
10167,USA,460.0,6,3732.58
10168,France,407.0,4,4768.66
10168,Germany,35.0,4,5696.629999999999
10168,India,339.0,8,7169.14
10168,UK,529.0,2,1070.22
10168,USA,551.0,4,1752.9099999999999
10169,France,,2,2084.85
10169,Germany,497.0,1,857.36
10169,UK,219.0,3,4346.5
10169,USA,63.0,4,3501.92
10170,France,38.0,4,4344.02
10170,Germany,7.0,4,1347.3899999999999
10170,India,493.0,2,1796.42
10170,UK,400.0,5,4341.26
10170,USA,,3,4492.64
10171,France,192.0,5,6038.57
10171,Germany,277.0,7,7723.19
10171,India,314.0,4,5238.82
10171,UK,,2,863.68
10171,USA,,3,6137.83
10172,France,,1,556.0
10172,Germany,465.0,3,2293.4300000000003
10172,India,159.0,6,6238.0199999999995
10172,UK,10.0,1,333.66
10172,USA,132.0,3,1713.99
